earnmth,edu11,gender,age_gr,regs,lnghome
60000,Tertiary,2,aged 30 to 50,KZ10,rus
40000,Vocational,1,aged 50+,KZ10,rus
180000,Tertiary,2,aged 30 to 50,KZ10,rus
160000,Vocational,2,aged 30 to 50,KZ10,rus
80000,Tertiary,2,aged 30 to 50,KZ10,rus
80000,Tertiary,1,aged 16 to 29,KZ10,rus
45000,Upper Secondary,2,aged 50+,KZ10,rus
33000,Vocational,2,aged 50+,KZ10,kaz
60000,Vocational,2,aged 30 to 50,KZ10,rus
70000,Vocational,1,aged 50+,KZ10,rus
130000,Upper Secondary,1,aged 30 to 50,KZ10,rus
70000,Vocational,2,aged 30 to 50,KZ10,rus
170000,Tertiary,1,aged 30 to 50,KZ10,rus
110000,Tertiary,2,aged 50+,KZ10,
90000,Tertiary,2,aged 16 to 29,KZ10,rus
200000,Vocational,1,aged 16 to 29,KZ10,rus
80000, Lower Secondary or less,1,aged 16 to 29,KZ10,rus
200000,Tertiary,1,aged 30 to 50,KZ10,rus
130000,Vocational,1,aged 30 to 50,KZ10,rus
70000,Vocational,1,aged 30 to 50,KZ10,rus
57000, Lower Secondary or less,2,aged 16 to 29,KZ10,rus
50000,Vocational,2,aged 30 to 50,KZ10,rus
160000,Vocational,1,aged 30 to 50,KZ10,rus
43000,Vocational,2,aged 30 to 50,KZ10,rus
160000,Vocational,1,aged 50+,KZ10,rus
80000,Vocational,2,aged 16 to 29,KZ10,kaz
70000,Vocational,2,aged 30 to 50,KZ10,rus
30000,Tertiary,2,aged 30 to 50,KZ10,rus
70000,Tertiary,2,aged 16 to 29,KZ10,rus
80000,Tertiary,1,aged 30 to 50,KZ10,rus
60000,Tertiary,1,aged 16 to 29,KZ10,rus
110000,Vocational,1,aged 50+,KZ10,rus
130000,Tertiary,1,aged 16 to 29,KZ10,rus
130000,Tertiary,1,aged 30 to 50,KZ10,rus
140000,Tertiary,2,aged 30 to 50,KZ10,rus
43333.33333333334,Vocational,2,aged 30 to 50,KZ10,rus
7800,Upper Secondary,1,aged 16 to 29,KZ11,rus
100000, Lower Secondary or less,1,aged 30 to 50,KZ11,rus
20000,Vocational,1,aged 30 to 50,KZ11,kaz
86666.66666666667, Lower Secondary or less,2,aged 16 to 29,KZ11,rus
100000,Vocational,2,aged 30 to 50,KZ11,kaz
43333.33333333334,Tertiary,2,aged 30 to 50,KZ11,
150000,Tertiary,2,aged 50+,KZ11,other
120000,Tertiary,2,aged 30 to 50,KZ11,kaz
50000,Vocational,2,aged 30 to 50,KZ11,kaz
26000,Vocational,1,aged 30 to 50,KZ11,kaz
100000,Vocational,1,aged 30 to 50,KZ11,kaz
50000,Vocational,1,aged 30 to 50,KZ11,kaz
43333.33333333334,Tertiary,2,aged 30 to 50,KZ11,rus
60000,Vocational,1,aged 16 to 29,KZ11,rus
150000,Tertiary,1,aged 30 to 50,KZ11,rus
70000, Lower Secondary or less,1,aged 30 to 50,KZ11,kaz
60000,Tertiary,1,aged 16 to 29,KZ11,rus
50000,Tertiary,1,aged 30 to 50,KZ11,kaz
190666.6666666667,Vocational,1,aged 30 to 50,KZ11,rus
100000,Vocational,2,aged 30 to 50,KZ11,rus
85000,Vocational,1,aged 16 to 29,KZ11,rus
120000,Tertiary,2,aged 30 to 50,KZ11,kaz
104000, Lower Secondary or less,1,aged 30 to 50,KZ11,kaz
100000,Vocational,1,aged 30 to 50,KZ11,kaz
35000,Vocational,1,aged 50+,KZ11,rus
80000,Vocational,1,aged 50+,KZ11,
80000,Tertiary,1,aged 30 to 50,KZ11,kaz
156000,Vocational,2,aged 30 to 50,KZ11,rus
151666.6666666667,Vocational,1,aged 30 to 50,KZ11,kaz
208000,Vocational,2,aged 16 to 29,KZ11,rus
121333.3333333333,Vocational,1,aged 30 to 50,KZ11,rus
208000,Vocational,2,aged 16 to 29,KZ11,kaz
325,Vocational,2,aged 30 to 50,KZ11,kaz
86666.66666666667,Vocational,1,aged 50+,KZ11,kaz
90000,Vocational,1,aged 30 to 50,KZ11,kaz
120000,Vocational,1,aged 50+,KZ11,kaz
80000,Tertiary,1,aged 30 to 50,KZ11,kaz
60000,Vocational,1,aged 30 to 50,KZ11,kaz
80000,Vocational,1,aged 30 to 50,KZ11,kaz
216666.6666666667,Vocational,2,aged 30 to 50,KZ11,kaz
69333.33333333333,Vocational,1,aged 30 to 50,KZ11,
50000,Vocational,1,aged 30 to 50,KZ11,kaz
60000,Vocational,1,aged 30 to 50,KZ11,kaz
30000,Vocational,1,aged 50+,KZ11,kaz
60000,Vocational,2,aged 50+,KZ11,kaz
17828.57142857142,Vocational,1,aged 16 to 29,KZ11,rus
52000,Vocational,2,aged 30 to 50,KZ11,kaz
50000,Vocational,2,aged 50+,KZ11,rus
120000,Vocational,2,aged 30 to 50,KZ12,kaz
75000, Lower Secondary or less,1,aged 30 to 50,KZ12,
50000,Vocational,1,aged 30 to 50,KZ12,kaz
70000,Vocational,2,aged 16 to 29,KZ12,
90000,Vocational,2,aged 16 to 29,KZ12,kaz
70000,Vocational,1,aged 30 to 50,KZ12,kaz
70000,Vocational,2,aged 50+,KZ12,kaz
60000,Tertiary,2,aged 30 to 50,KZ12,kaz
63000,Vocational,2,aged 30 to 50,KZ12,rus
80000,Tertiary,1,aged 16 to 29,KZ12,rus
75000,Vocational,2,aged 16 to 29,KZ12,rus
70000,Vocational,2,aged 16 to 29,KZ12,kaz
65000,Vocational,2,aged 30 to 50,KZ12,kaz
70000,Vocational,1,aged 50+,KZ12,kaz
100000,Vocational,2,aged 30 to 50,KZ12,kaz
90000,Vocational,1,aged 16 to 29,KZ12,rus
115000,Vocational,2,aged 16 to 29,KZ12,kaz
80000,Vocational,1,aged 16 to 29,KZ12,kaz
17333.33333333333,Vocational,1,aged 16 to 29,KZ12,kaz
15028.90173410405,Vocational,1,aged 30 to 50,KZ12,kaz
120000,Vocational,1,aged 30 to 50,KZ12,kaz
50000,Vocational,2,aged 16 to 29,KZ12,kaz
56250,Vocational,2,aged 16 to 29,KZ12,kaz
80000,Vocational,2,aged 16 to 29,KZ12,kaz
60000,Vocational,1,aged 16 to 29,KZ12,kaz
216666.6666666667,Vocational,1,aged 50+,KZ12,kaz
100000,Vocational,2,aged 30 to 50,KZ12,kaz
100000,Vocational,2,aged 30 to 50,KZ12,rus
26000,Vocational,2,aged 16 to 29,KZ12,kaz
60000,Vocational,2,aged 30 to 50,KZ12,kaz
100000,Vocational,2,aged 30 to 50,KZ12,kaz
70000,Vocational,2,aged 30 to 50,KZ12,kaz
80000,Vocational,1,aged 30 to 50,KZ12,rus
88700,Vocational,1,aged 30 to 50,KZ12,rus
60000,Vocational,1,aged 16 to 29,KZ12,rus
60000,Vocational,2,aged 16 to 29,KZ12,kaz
75000,Vocational,1,aged 16 to 29,KZ12,kaz
180000, Lower Secondary or less,1,aged 16 to 29,KZ12,rus
72000,Vocational,2,aged 16 to 29,KZ12,kaz
110000, Lower Secondary or less,2,aged 30 to 50,KZ12,
85000,Vocational,1,aged 50+,KZ12,kaz
150000,Upper Secondary,1,aged 50+,KZ12,kaz
40000,Vocational,2,aged 50+,KZ12,kaz
75000,Tertiary,2,aged 30 to 50,KZ12,kaz
70000,Tertiary,1,aged 16 to 29,KZ12,kaz
66000,Vocational,2,aged 30 to 50,KZ12,kaz
90000,Upper Secondary,1,aged 30 to 50,KZ12,kaz
20000,Vocational,2,aged 16 to 29,KZ12,kaz
150000,Tertiary,2,aged 16 to 29,KZ12,kaz
110000,Tertiary,2,aged 30 to 50,KZ12,kaz
60000,Vocational,2,aged 30 to 50,KZ12,kaz
82000,Tertiary,2,aged 30 to 50,KZ12,kaz
50000,Upper Secondary,1,aged 16 to 29,KZ12,kaz
30000,Tertiary,2,aged 16 to 29,KZ12,kaz
130000,Vocational,1,aged 16 to 29,KZ12,kaz
160000,Tertiary,2,aged 30 to 50,KZ12,kaz
36000,Upper Secondary,2,aged 30 to 50,KZ12,kaz
90000,Tertiary,2,aged 30 to 50,KZ12,kaz
58000,Upper Secondary,2,aged 30 to 50,KZ12,kaz
160000,Tertiary,1,aged 50+,KZ12,kaz
43333.33333333334,Upper Secondary,2,aged 16 to 29,KZ12,kaz
45000, Lower Secondary or less,2,aged 30 to 50,KZ12,kaz
80000, Lower Secondary or less,1,aged 16 to 29,KZ12,kaz
50000,Upper Secondary,1,aged 50+,KZ12,kaz
43333.33333333334,Upper Secondary,2,aged 16 to 29,KZ12,kaz
130000,Tertiary,1,aged 16 to 29,KZ12,kaz
80000,Tertiary,2,aged 30 to 50,KZ12,kaz
35000,Vocational,2,aged 50+,KZ12,kaz
70000,Vocational,1,aged 16 to 29,KZ12,kaz
100000,Vocational,2,aged 50+,KZ12,kaz
75000,Vocational,2,aged 16 to 29,KZ12,rus
30000,Vocational,2,aged 50+,KZ12,rus
70000,Vocational,1,aged 16 to 29,KZ12,kaz
70000,Vocational,2,aged 16 to 29,KZ12,rus
70000,Vocational,1,aged 30 to 50,KZ12,rus
150000,Vocational,1,aged 50+,KZ12,rus
60000, Lower Secondary or less,1,aged 50+,KZ12,rus
85000,Tertiary,1,aged 30 to 50,KZ12,rus
43333.33333333334,Tertiary,2,aged 30 to 50,KZ12,kaz
54166.66666666666,Upper Secondary,2,aged 30 to 50,KZ12,rus
50000,Vocational,2,aged 30 to 50,KZ12,rus
110000,Tertiary,2,aged 30 to 50,KZ14,rus
140000,Tertiary,1,aged 16 to 29,KZ14,rus
100000,Vocational,1,aged 16 to 29,KZ14,rus
150000,Tertiary,1,aged 30 to 50,KZ14,rus
60000,Upper Secondary,2,aged 50+,KZ14,rus
65000,Upper Secondary,2,aged 30 to 50,KZ14,rus
150000,Vocational,1,aged 50+,KZ14,rus
54104.04624277457,Vocational,1,aged 30 to 50,KZ14,rus
75833.33333333333,Vocational,1,aged 16 to 29,KZ14,kaz
60000,Tertiary,2,aged 30 to 50,KZ14,rus
85000,Tertiary,2,aged 30 to 50,KZ14,rus
80000,Tertiary,2,aged 30 to 50,KZ14,rus
75000,Tertiary,2,aged 30 to 50,KZ14,rus
21666.66666666667,Vocational,2,aged 30 to 50,KZ14,rus
60000,Vocational,2,aged 30 to 50,KZ14,rus
65000,Vocational,1,aged 50+,KZ14,rus
86000,Tertiary,2,aged 30 to 50,KZ14,rus
100000,Tertiary,2,aged 16 to 29,KZ14,rus
30000, Lower Secondary or less,2,aged 30 to 50,KZ14,rus
50000,Tertiary,2,aged 30 to 50,KZ14,rus
27000, Lower Secondary or less,2,aged 30 to 50,KZ14,rus
55000,Vocational,1,aged 50+,KZ14,
70000,Tertiary,1,aged 16 to 29,KZ14,rus
54166.66666666666,Upper Secondary,2,aged 50+,KZ14,rus
24000,Vocational,2,aged 30 to 50,KZ14,rus
45000,Upper Secondary,1,aged 30 to 50,KZ14,kaz
60000,Tertiary,2,aged 16 to 29,KZ14,rus
70000,Upper Secondary,2,aged 50+,KZ14,rus
59000, Lower Secondary or less,1,aged 30 to 50,KZ14,rus
200000, Lower Secondary or less,1,aged 50+,KZ14,rus
89613.33333333333,Vocational,1,aged 50+,KZ14,kaz
54166.66666666666,Vocational,1,aged 30 to 50,KZ14,kaz
30000, Lower Secondary or less,1,aged 50+,KZ14,rus
55000,Vocational,1,aged 30 to 50,KZ14,kaz
67000,Tertiary,1,aged 30 to 50,KZ14,kaz
50000,Upper Secondary,2,aged 30 to 50,KZ14,kaz
50000,Tertiary,2,aged 50+,KZ14,rus
70000,Tertiary,2,aged 16 to 29,KZ14,kaz
24000,Upper Secondary,2,aged 30 to 50,KZ14,kaz
50000, Lower Secondary or less,1,aged 16 to 29,KZ14,rus
45000, Lower Secondary or less,1,aged 30 to 50,KZ14,rus
40000,Upper Secondary,1,aged 30 to 50,KZ14,kaz
130000,Tertiary,1,aged 30 to 50,KZ14,rus
50000,Vocational,1,aged 16 to 29,KZ14,rus
68000,Vocational,2,aged 30 to 50,KZ14,rus
55000,Vocational,2,aged 50+,KZ14,rus
40000,Vocational,1,aged 50+,KZ14,rus
35000,Upper Secondary,2,aged 16 to 29,KZ14,kaz
60000,Vocational,1,aged 30 to 50,KZ14,rus
75000,Vocational,2,aged 50+,KZ14,rus
27000,Upper Secondary,2,aged 50+,KZ14,rus
24700,Vocational,2,aged 30 to 50,KZ14,rus
50000, Lower Secondary or less,2,aged 50+,KZ14,rus
216666.6666666667,Upper Secondary,1,aged 30 to 50,KZ14,rus
65000,Vocational,2,aged 16 to 29,KZ14,rus
70000,Tertiary,1,aged 16 to 29,KZ14,rus
64999.99999999999,Vocational,1,aged 30 to 50,KZ14,kaz
40000,Upper Secondary,1,aged 30 to 50,KZ14,rus
60000,Vocational,2,aged 50+,KZ14,rus
55000,Tertiary,2,aged 30 to 50,KZ14,rus
85000,Vocational,2,aged 30 to 50,KZ14,rus
96000,Vocational,1,aged 30 to 50,KZ14,rus
120000,Tertiary,1,aged 30 to 50,KZ14,rus
50000,Tertiary,1,aged 30 to 50,KZ14,rus
56000,Vocational,1,aged 30 to 50,KZ14,rus
108333.3333333333,Upper Secondary,2,aged 30 to 50,KZ14,rus
75000,Tertiary,2,aged 50+,KZ14,rus
70000,Tertiary,2,aged 16 to 29,KZ14,
120000,Vocational,1,aged 50+,KZ14,rus
70000, Lower Secondary or less,1,aged 30 to 50,KZ14,rus
90000,Vocational,1,aged 30 to 50,KZ14,rus
30000,Upper Secondary,2,aged 30 to 50,KZ14,rus
60000,Vocational,2,aged 16 to 29,KZ14,rus
60000, Lower Secondary or less,2,aged 30 to 50,KZ14,rus
80000,Vocational,2,aged 30 to 50,KZ14,rus
80000,Vocational,2,aged 30 to 50,KZ14,rus
60000, Lower Secondary or less,2,aged 16 to 29,KZ14,rus
70000,Tertiary,2,aged 30 to 50,KZ14,rus
108333.3333333333, Lower Secondary or less,2,aged 16 to 29,KZ14,rus
50000,Vocational,2,aged 16 to 29,KZ14,rus
60000,Tertiary,2,aged 16 to 29,KZ14,rus
65000, Lower Secondary or less,1,aged 16 to 29,KZ14,
75000,Vocational,1,aged 16 to 29,KZ14,rus
45000,Vocational,2,aged 30 to 50,KZ14,rus
75000,Tertiary,1,aged 16 to 29,KZ14,rus
75000,Vocational,1,aged 30 to 50,KZ14,rus
60000,Vocational,1,aged 30 to 50,KZ14,rus
65000,Vocational,1,aged 16 to 29,KZ14,rus
80000,Tertiary,2,aged 30 to 50,KZ14,rus
70000,Vocational,1,aged 16 to 29,KZ14,rus
60000,Vocational,2,aged 30 to 50,KZ14,rus
50000,Upper Secondary,2,aged 30 to 50,KZ14,rus
45500,Vocational,2,aged 50+,KZ14,rus
90000,Vocational,1,aged 50+,KZ14,rus
60000,Tertiary,2,aged 16 to 29,KZ14,rus
86666.66666666667,Upper Secondary,2,aged 30 to 50,KZ14,rus
65000,Vocational,1,aged 16 to 29,KZ14,rus
85000,Vocational,1,aged 50+,KZ15,rus
70000, Lower Secondary or less,1,aged 30 to 50,KZ15,rus
95000,Tertiary,1,aged 50+,KZ15,rus
70000,Vocational,2,aged 50+,KZ15,rus
100000,Vocational,2,aged 50+,KZ15,kaz
70000,Upper Secondary,1,aged 50+,KZ15,kaz
130000,Vocational,1,aged 30 to 50,KZ15,rus
60000,Vocational,2,aged 30 to 50,KZ15,rus
60000,Vocational,2,aged 30 to 50,KZ15,kaz
150000,Tertiary,2,aged 50+,KZ15,rus
46810,Tertiary,1,aged 30 to 50,KZ15,rus
45000,Tertiary,2,aged 16 to 29,KZ15,kaz
90000,Vocational,2,aged 30 to 50,KZ15,kaz
100000,Tertiary,2,aged 50+,KZ15,rus
70000,Vocational,2,aged 30 to 50,KZ15,rus
80000,Tertiary,2,aged 30 to 50,KZ15,rus
145000,Tertiary,1,aged 30 to 50,KZ15,rus
40000,Tertiary,2,aged 16 to 29,KZ15,rus
100000,Tertiary,2,aged 50+,KZ15,rus
45000,Vocational,1,aged 50+,KZ15,rus
120000,Tertiary,1,aged 30 to 50,KZ15,rus
50000, Lower Secondary or less,2,aged 16 to 29,KZ15,rus
45000,Vocational,2,aged 30 to 50,KZ15,rus
216666.6666666667,Upper Secondary,1,aged 16 to 29,KZ15,rus
27000,Upper Secondary,1,aged 50+,KZ15,rus
70000,Vocational,2,aged 50+,KZ15,rus
125000,Tertiary,1,aged 30 to 50,KZ15,rus
200000,Tertiary,1,aged 30 to 50,KZ15,rus
60000,Tertiary,2,aged 50+,KZ15,rus
45000, Lower Secondary or less,1,aged 50+,KZ15,rus
140000,Vocational,2,aged 30 to 50,KZ15,rus
70000,Vocational,2,aged 30 to 50,KZ15,rus
15000,Upper Secondary,2,aged 30 to 50,KZ15,rus
37000,Vocational,2,aged 50+,KZ15,rus
53000,Vocational,2,aged 30 to 50,KZ15,rus
70000,Tertiary,2,aged 30 to 50,KZ15,rus
35000,Tertiary,1,aged 50+,KZ15,rus
62000,Vocational,2,aged 16 to 29,KZ15,rus
70000, Lower Secondary or less,1,aged 30 to 50,KZ15,rus
18000,Vocational,2,aged 50+,KZ15,rus
50000,Vocational,2,aged 30 to 50,KZ15,rus
120000,Tertiary,1,aged 30 to 50,KZ15,rus
130000,Tertiary,2,aged 50+,KZ15,rus
40000, Lower Secondary or less,1,aged 30 to 50,KZ15,rus
45000,Vocational,1,aged 16 to 29,KZ15,rus
33000,Vocational,1,aged 50+,KZ15,rus
31000,Vocational,2,aged 30 to 50,KZ15,rus
100000,Tertiary,1,aged 30 to 50,KZ15,rus
70000,Tertiary,2,aged 30 to 50,KZ15,rus
30000, Lower Secondary or less,2,aged 50+,KZ15,rus
30000,Vocational,2,aged 50+,KZ15,kaz
94000,Tertiary,2,aged 50+,KZ15,rus
25000, Lower Secondary or less,1,aged 30 to 50,KZ15,rus
35000,Vocational,1,aged 50+,KZ15,rus
27000, Lower Secondary or less,2,aged 30 to 50,KZ15,rus
150000,Tertiary,2,aged 50+,KZ15,kaz
25000,Vocational,2,aged 30 to 50,KZ15,rus
45000,Vocational,2,aged 30 to 50,KZ15,rus
35000,Upper Secondary,1,aged 30 to 50,KZ15,rus
86000,Vocational,1,aged 50+,KZ15,kaz
245555.5555555555, Lower Secondary or less,1,aged 30 to 50,KZ15,rus
40000,Vocational,2,aged 50+,KZ15,rus
30000,Vocational,1,aged 50+,KZ15,rus
125000,Vocational,1,aged 16 to 29,KZ15,rus
50000, Lower Secondary or less,1,aged 30 to 50,KZ15,kaz
32000,Vocational,2,aged 30 to 50,KZ15,rus
78000, Lower Secondary or less,1,aged 16 to 29,KZ15,kaz
90000,Vocational,1,aged 30 to 50,KZ15,rus
35000,Tertiary,2,aged 16 to 29,KZ15,kaz
75000,Vocational,2,aged 30 to 50,KZ15,rus
125000,Tertiary,2,aged 16 to 29,KZ15,rus
50000, Lower Secondary or less,1,aged 16 to 29,KZ15,kaz
27000, Lower Secondary or less,2,aged 16 to 29,KZ15,kaz
68000,Tertiary,2,aged 16 to 29,KZ15,rus
24000,Upper Secondary,2,aged 30 to 50,KZ15,rus
50000, Lower Secondary or less,1,aged 30 to 50,KZ13,rus
108333.3333333333,Vocational,1,aged 16 to 29,KZ13,kaz
108333.3333333333,Vocational,1,aged 16 to 29,KZ13,rus
80000,Vocational,2,aged 30 to 50,KZ13,rus
150000,Vocational,1,aged 30 to 50,KZ13,rus
43333.33333333334, Lower Secondary or less,2,aged 16 to 29,KZ13,rus
90000,Vocational,1,aged 30 to 50,KZ13,rus
50000, Lower Secondary or less,1,aged 16 to 29,KZ13,rus
100000,Tertiary,2,aged 30 to 50,KZ13,kaz
35000,Vocational,2,aged 30 to 50,KZ13,rus
130000,Vocational,2,aged 30 to 50,KZ13,other
180000,Tertiary,2,aged 30 to 50,KZ13,rus
160000,Tertiary,1,aged 30 to 50,KZ13,rus
110000,Tertiary,2,aged 30 to 50,KZ13,rus
151666.6666666667,Upper Secondary,2,aged 30 to 50,KZ13,kaz
150000,Tertiary,2,aged 30 to 50,KZ13,kaz
105000,Tertiary,2,aged 30 to 50,KZ13,kaz
65000,Vocational,2,aged 30 to 50,KZ13,kaz
100000,Upper Secondary,1,aged 50+,KZ13,kaz
50000,Vocational,1,aged 30 to 50,KZ13,rus
60000,Tertiary,2,aged 30 to 50,KZ13,kaz
45000,Upper Secondary,2,aged 30 to 50,KZ13,kaz
130000,Vocational,1,aged 30 to 50,KZ13,rus
130000,Vocational,2,aged 50+,KZ13,kaz
70000,Vocational,1,aged 16 to 29,KZ13,other
85000,Tertiary,2,aged 30 to 50,KZ13,rus
50000,Vocational,2,aged 30 to 50,KZ13,other
150000,Tertiary,2,aged 30 to 50,KZ13,kaz
100000,Tertiary,1,aged 30 to 50,KZ13,kaz
75000,Vocational,2,aged 50+,KZ13,rus
43333.33333333334,Vocational,2,aged 30 to 50,KZ13,rus
60000,Upper Secondary,2,aged 30 to 50,KZ13,rus
140000,Tertiary,1,aged 30 to 50,KZ13,rus
83333.33333333333,Upper Secondary,1,aged 30 to 50,KZ13,rus
40000,Tertiary,2,aged 30 to 50,KZ13,rus
80000,Vocational,2,aged 30 to 50,KZ13,rus
80000,Upper Secondary,1,aged 30 to 50,KZ13,rus
110000,Vocational,1,aged 30 to 50,KZ13,other
108333.3333333333,Upper Secondary,2,aged 16 to 29,KZ13,rus
130000,Vocational,1,aged 50+,KZ13,rus
100000,Vocational,2,aged 16 to 29,KZ13,
70000,Vocational,2,aged 30 to 50,KZ13,other
100000,Tertiary,2,aged 30 to 50,KZ13,other
60000,Tertiary,2,aged 30 to 50,KZ13,rus
75833.33333333333,Vocational,2,aged 50+,KZ13,kaz
216666.6666666667,Vocational,1,aged 50+,KZ13,rus
120000,Tertiary,2,aged 30 to 50,KZ13,kaz
45000,Vocational,2,aged 30 to 50,KZ13,rus
55000,Vocational,2,aged 30 to 50,KZ13,other
65000,Vocational,2,aged 30 to 50,KZ13,kaz
140000,Vocational,1,aged 50+,KZ13,rus
95000,Tertiary,2,aged 16 to 29,KZ13,kaz
180000,Tertiary,2,aged 30 to 50,KZ13,other
50000,Vocational,2,aged 50+,KZ13,rus
65000,Vocational,2,aged 30 to 50,KZ13,kaz
150000,Tertiary,1,aged 16 to 29,KZ13,kaz
80000,Tertiary,2,aged 30 to 50,KZ13,kaz
50000,Upper Secondary,2,aged 30 to 50,KZ13,kaz
80000,Tertiary,2,aged 30 to 50,KZ13,kaz
151666.6666666667,Tertiary,2,aged 30 to 50,KZ13,other
71000,Vocational,2,aged 50+,KZ13,kaz
65000,Tertiary,2,aged 16 to 29,KZ13,kaz
55000,Tertiary,2,aged 30 to 50,KZ13,kaz
13000,Upper Secondary,2,aged 50+,KZ13,kaz
100000,Tertiary,2,aged 16 to 29,KZ13,rus
120000,Tertiary,1,aged 30 to 50,KZ13,rus
61000,Tertiary,2,aged 50+,KZ13,kaz
80000,Vocational,2,aged 16 to 29,KZ13,rus
70000,Tertiary,2,aged 30 to 50,KZ13,kaz
50000,Vocational,2,aged 16 to 29,KZ13,kaz
100000,Tertiary,1,aged 30 to 50,KZ13,rus
70000,Upper Secondary,1,aged 16 to 29,KZ13,rus
70000,Vocational,1,aged 30 to 50,KZ13,kaz
95000,Tertiary,2,aged 30 to 50,KZ13,rus
150000,Upper Secondary,1,aged 30 to 50,KZ13,kaz
90000,Vocational,2,aged 30 to 50,KZ13,rus
85000,Vocational,2,aged 16 to 29,KZ13,rus
80000,Upper Secondary,2,aged 30 to 50,KZ13,kaz
70000,Tertiary,2,aged 30 to 50,KZ13,other
85000,Vocational,1,aged 30 to 50,KZ13,
80000,Tertiary,2,aged 16 to 29,KZ13,rus
64999.99999999999,Vocational,2,aged 50+,KZ13,rus
80000,Vocational,1,aged 30 to 50,KZ13,kaz
126000,Upper Secondary,2,aged 30 to 50,KZ13,rus
65000,Vocational,2,aged 30 to 50,KZ13,rus
54166.66666666666,Vocational,2,aged 30 to 50,KZ13,rus
90000,Tertiary,2,aged 30 to 50,KZ13,rus
50000,Upper Secondary,2,aged 30 to 50,KZ13,rus
60000,Tertiary,2,aged 30 to 50,KZ13,kaz
45000,Vocational,2,aged 16 to 29,KZ13,rus
83000,Tertiary,2,aged 30 to 50,KZ13,rus
108333.3333333333,Vocational,2,aged 30 to 50,KZ13,kaz
45000,Tertiary,2,aged 30 to 50,KZ13,rus
65000,Tertiary,2,aged 30 to 50,KZ13,rus
60000,Tertiary,2,aged 50+,KZ13,rus
90000,Tertiary,2,aged 50+,KZ13,kaz
80000,Vocational,2,aged 30 to 50,KZ13,rus
86666.66666666667,Tertiary,2,aged 30 to 50,KZ13,rus
50000,Vocational,2,aged 16 to 29,KZ13,kaz
65000,Upper Secondary,2,aged 30 to 50,KZ13,kaz
90000,Vocational,2,aged 30 to 50,KZ13,rus
130000,Tertiary,1,aged 30 to 50,KZ13,kaz
80000,Tertiary,2,aged 30 to 50,KZ13,kaz
100000,Tertiary,2,aged 30 to 50,KZ13,rus
100000,Vocational,1,aged 16 to 29,KZ13,rus
120000,Tertiary,1,aged 30 to 50,KZ13,rus
100000,Tertiary,2,aged 16 to 29,KZ13,rus
120000,Vocational,2,aged 30 to 50,KZ13,rus
60000,Vocational,1,aged 16 to 29,KZ13,rus
21666.66666666667,Vocational,2,aged 30 to 50,KZ13,other
75833.33333333333,Vocational,2,aged 30 to 50,KZ13,rus
80000,Upper Secondary,2,aged 30 to 50,KZ13,rus
45000,Vocational,2,aged 30 to 50,KZ13,rus
120000,Tertiary,2,aged 30 to 50,KZ13,rus
140000,Tertiary,1,aged 30 to 50,KZ13,rus
120000,Tertiary,1,aged 30 to 50,KZ13,rus
140000,Vocational,1,aged 30 to 50,KZ13,rus
100000,Tertiary,1,aged 30 to 50,KZ13,rus
151666.6666666667,Vocational,1,aged 30 to 50,KZ13,kaz
50000,Vocational,2,aged 30 to 50,KZ13,rus
45000,Vocational,2,aged 30 to 50,KZ13,rus
60000,Tertiary,2,aged 30 to 50,KZ13,kaz
180000,Tertiary,2,aged 30 to 50,KZ13,other
75000,Vocational,1,aged 50+,KZ13,kaz
45000,Vocational,1,aged 16 to 29,KZ13,rus
60000,Tertiary,2,aged 30 to 50,KZ13,rus
86666.66666666667,Vocational,1,aged 30 to 50,KZ13,rus
60000,Vocational,2,aged 30 to 50,KZ13,kaz
150000,Upper Secondary,2,aged 30 to 50,KZ13,rus
70000, Lower Secondary or less,1,aged 16 to 29,KZ13,rus
130000,Tertiary,1,aged 30 to 50,KZ13,rus
50000,Vocational,2,aged 30 to 50,KZ13,kaz
120000,Vocational,1,aged 30 to 50,KZ13,rus
120000,Vocational,1,aged 16 to 29,KZ13,kaz
65000,Tertiary,1,aged 16 to 29,KZ13,rus
55000,Upper Secondary,2,aged 30 to 50,KZ13,rus
80000,Vocational,2,aged 30 to 50,KZ13,rus
65000,Tertiary,2,aged 30 to 50,KZ13,kaz
150000,Vocational,1,aged 30 to 50,KZ13,rus
65000,Vocational,2,aged 16 to 29,KZ13,rus
52000,Vocational,2,aged 30 to 50,KZ13,rus
130000,Vocational,1,aged 30 to 50,KZ13,kaz
54000,Upper Secondary,2,aged 30 to 50,KZ13,rus
70000,Tertiary,2,aged 50+,KZ13,rus
145000,Vocational,1,aged 30 to 50,KZ13,rus
70000,Vocational,2,aged 50+,KZ13,rus
126000,Vocational,1,aged 16 to 29,KZ13,rus
120000,Upper Secondary,1,aged 30 to 50,KZ13,rus
108333.3333333333,Upper Secondary,2,aged 16 to 29,KZ13,kaz
70000,Vocational,1,aged 30 to 50,KZ13,kaz
71000,Vocational,2,aged 50+,KZ13,rus
52000, Lower Secondary or less,2,aged 50+,KZ13,rus
75833.33333333333,Upper Secondary,2,aged 30 to 50,KZ13,kaz
75000,Vocational,2,aged 30 to 50,KZ13,rus
65000,Upper Secondary,2,aged 30 to 50,KZ13,rus
120000,Tertiary,2,aged 30 to 50,KZ13,rus
