earnmth,edu11,gender,age_gr,regs,lnghome
60000,Vocational,2,aged 16 to 29,KZ5,kaz
150000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
70000,Vocational,2,aged 50+,KZ5,kaz
35000,Vocational,2,aged 30 to 50,KZ5,kaz
160000,Vocational,1,aged 16 to 29,KZ5,other
150000,Tertiary,1,aged 30 to 50,KZ5,kaz
105000,Vocational,1,aged 30 to 50,KZ5,kaz
130000,Vocational,1,aged 16 to 29,KZ5,kaz
90000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
100000,Vocational,1,aged 30 to 50,KZ5,kaz
180000,Tertiary,1,aged 30 to 50,KZ5,rus
65000,Tertiary,2,aged 50+,KZ5,rus
70000,Vocational,2,aged 30 to 50,KZ5,kaz
65000,Upper Secondary,1,aged 30 to 50,KZ5,rus
35000,Upper Secondary,2,aged 30 to 50,KZ5,kaz
32500, Lower Secondary or less,2,aged 50+,KZ5,kaz
60000, Lower Secondary or less,1,aged 16 to 29,KZ5,other
90000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,1,aged 30 to 50,KZ5,rus
65000,Vocational,1,aged 30 to 50,KZ5,rus
60000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
70000,Vocational,2,aged 30 to 50,KZ5,kaz
100000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
90000,Tertiary,1,aged 16 to 29,KZ5,kaz
50000,Upper Secondary,1,aged 16 to 29,KZ5,kaz
65000,Tertiary,2,aged 30 to 50,KZ5,kaz
100000,Tertiary,2,aged 30 to 50,KZ5,kaz
80000,Vocational,2,aged 16 to 29,KZ5,kaz
80000,Tertiary,1,aged 16 to 29,KZ5,kaz
75000,Tertiary,1,aged 30 to 50,KZ5,kaz
45000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
75000,Tertiary,2,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
120000,Tertiary,2,aged 30 to 50,KZ5,kaz
95000,Tertiary,1,aged 30 to 50,KZ5,kaz
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
60000, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
85000,Tertiary,2,aged 30 to 50,KZ5,kaz
70000,Vocational,2,aged 30 to 50,KZ5,kaz
83000,Tertiary,2,aged 30 to 50,KZ5,kaz
50000,Vocational,1,aged 16 to 29,KZ5,kaz
80000,Vocational,2,aged 50+,KZ5,kaz
200000,Tertiary,1,aged 30 to 50,KZ5,rus
50000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
75000,Vocational,1,aged 50+,KZ5,kaz
130000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,1,aged 50+,KZ5,kaz
180000,Tertiary,1,aged 16 to 29,KZ5,rus
140000, Lower Secondary or less,1,aged 30 to 50,KZ5,rus
60000, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
60000,Tertiary,2,aged 30 to 50,KZ5,kaz
70000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
80000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,2,aged 50+,KZ5,kaz
150000,Tertiary,2,aged 30 to 50,KZ5,kaz
50000,Tertiary,2,aged 16 to 29,KZ5,kaz
80000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,2,aged 30 to 50,KZ5,kaz
70000,Tertiary,2,aged 16 to 29,KZ5,kaz
60000,Upper Secondary,1,aged 50+,KZ5,kaz
70000, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
100000,Tertiary,2,aged 30 to 50,KZ5,kaz
100000,Upper Secondary,1,aged 16 to 29,KZ5,kaz
100000, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
100000,Tertiary,1,aged 16 to 29,KZ5,kaz
180000,Tertiary,1,aged 30 to 50,KZ5,kaz
150000,Tertiary,1,aged 30 to 50,KZ5,kaz
100000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
100000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
100000,Vocational,1,aged 30 to 50,KZ5,kaz
200000,Tertiary,2,aged 30 to 50,KZ5,kaz
120000,Tertiary,2,aged 16 to 29,KZ5,kaz
100000,Tertiary,1,aged 16 to 29,KZ5,kaz
45000,Tertiary,2,aged 16 to 29,KZ5,kaz
65000,Vocational,2,aged 30 to 50,KZ5,rus
130000, Lower Secondary or less,1,aged 16 to 29,KZ5,rus
173333.3333333333,Upper Secondary,2,aged 50+,KZ5,kaz
60000,Vocational,1,aged 16 to 29,KZ5,kaz
108333.3333333333,Vocational,1,aged 16 to 29,KZ5,rus
70000, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
65000,Vocational,2,aged 16 to 29,KZ5,kaz
90000, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
150000, Lower Secondary or less,1,aged 30 to 50,KZ5,rus
85000,Tertiary,2,aged 30 to 50,KZ5,kaz
200000, Lower Secondary or less,1,aged 50+,KZ5,kaz
100000,Tertiary,1,aged 30 to 50,KZ5,kaz
108333.3333333333, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
135000,Vocational,2,aged 30 to 50,KZ5,kaz
100000,Tertiary,2,aged 16 to 29,KZ5,other
43333.33333333334, Lower Secondary or less,2,aged 30 to 50,KZ5,
202222.2222222222, Lower Secondary or less,1,aged 30 to 50,KZ5,rus
120000,Tertiary,2,aged 30 to 50,KZ5,rus
90000,Tertiary,1,aged 16 to 29,KZ5,kaz
50000,Upper Secondary,1,aged 30 to 50,KZ5,rus
120000, Lower Secondary or less,1,aged 50+,KZ5,
100000,Upper Secondary,2,aged 30 to 50,KZ5,rus
50000,Tertiary,2,aged 30 to 50,KZ5,kaz
303333.3333333333,Vocational,1,aged 16 to 29,KZ5,rus
250000, Lower Secondary or less,1,aged 30 to 50,KZ5,rus
10000,Tertiary,2,aged 30 to 50,KZ5,kaz
80000,Upper Secondary,2,aged 30 to 50,KZ5,kaz
150000,Tertiary,1,aged 30 to 50,KZ5,kaz
43333.33333333334,Vocational,2,aged 30 to 50,KZ5,kaz
100000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
150000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
65000,Vocational,2,aged 30 to 50,KZ5,kaz
110000,Tertiary,1,aged 30 to 50,KZ5,kaz
120000,Tertiary,1,aged 30 to 50,KZ5,kaz
65000,Vocational,2,aged 30 to 50,KZ5,kaz
150000, Lower Secondary or less,1,aged 50+,KZ5,kaz
70000,Tertiary,1,aged 16 to 29,KZ5,kaz
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
240000,Vocational,1,aged 30 to 50,KZ5,kaz
70000,Upper Secondary,2,aged 16 to 29,KZ5,kaz
60000,Upper Secondary,2,aged 16 to 29,KZ5,kaz
50000,Vocational,2,aged 30 to 50,KZ5,kaz
60000,Vocational,1,aged 16 to 29,KZ5,rus
130000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
80000,Tertiary,1,aged 30 to 50,KZ5,kaz
70000,Tertiary,1,aged 30 to 50,KZ5,rus
100000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
150000,Tertiary,2,aged 30 to 50,KZ5,rus
65000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
35000,Vocational,2,aged 30 to 50,KZ5,kaz
150000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
45000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
200000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
108333.3333333333,Tertiary,1,aged 16 to 29,KZ5,kaz
70000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
120000,Vocational,2,aged 16 to 29,KZ5,rus
80000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
50000, Lower Secondary or less,2,aged 50+,KZ5,kaz
70000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
60000, Lower Secondary or less,1,aged 30 to 50,KZ5,rus
57000,Vocational,2,aged 30 to 50,KZ5,rus
55000, Lower Secondary or less,1,aged 50+,KZ5,kaz
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
70000, Lower Secondary or less,2,aged 30 to 50,KZ5,kaz
120000, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
150000,Vocational,1,aged 30 to 50,KZ5,kaz
60000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
40000,Vocational,2,aged 16 to 29,KZ5,kaz
45000, Lower Secondary or less,2,aged 50+,KZ5,rus
350000,Tertiary,1,aged 16 to 29,KZ5,kaz
70000,Tertiary,2,aged 16 to 29,KZ5,kaz
34666.66666666666, Lower Secondary or less,2,aged 16 to 29,KZ5,kaz
32500,Upper Secondary,2,aged 16 to 29,KZ5,rus
35067.43737957611, Lower Secondary or less,1,aged 16 to 29,KZ5,rus
55000,Vocational,2,aged 30 to 50,KZ5,kaz
100000,Vocational,1,aged 16 to 29,KZ5,kaz
130000,Vocational,1,aged 30 to 50,KZ5,
14000,Vocational,2,aged 50+,KZ5,kaz
50000,Tertiary,2,aged 50+,KZ5,rus
200000,Tertiary,1,aged 50+,KZ5,rus
120000,Tertiary,1,aged 50+,KZ5,kaz
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
90000,Vocational,2,aged 30 to 50,KZ5,rus
31000,Vocational,2,aged 30 to 50,KZ5,rus
80000,Upper Secondary,1,aged 50+,KZ5,rus
43333.33333333334,Upper Secondary,2,aged 30 to 50,KZ5,rus
160333.3333333333,Vocational,2,aged 50+,KZ5,rus
160000,Vocational,1,aged 16 to 29,KZ5,rus
120000,Vocational,1,aged 30 to 50,KZ5,rus
100000,Vocational,2,aged 50+,KZ5,rus
150000,Vocational,2,aged 16 to 29,KZ5,kaz
45000,Upper Secondary,2,aged 50+,KZ5,rus
65000,Tertiary,2,aged 16 to 29,KZ5,rus
130000,Upper Secondary,1,aged 30 to 50,KZ5,kaz
90000,Vocational,2,aged 50+,KZ5,rus
55000,Vocational,2,aged 30 to 50,KZ5,rus
180000,Tertiary,2,aged 50+,KZ5,kaz
48000,Vocational,1,aged 30 to 50,KZ5,kaz
50000,Vocational,1,aged 16 to 29,KZ5,kaz
150000,Vocational,1,aged 30 to 50,KZ5,kaz
100000,Vocational,2,aged 50+,KZ5,kaz
35000,Vocational,2,aged 30 to 50,KZ5,kaz
75833.33333333333, Lower Secondary or less,1,aged 16 to 29,KZ5,kaz
216666.6666666667,Vocational,1,aged 16 to 29,KZ5,kaz
150000,Vocational,1,aged 16 to 29,KZ5,rus
170000,Tertiary,1,aged 30 to 50,KZ5,rus
100000,Vocational,1,aged 16 to 29,KZ5,kaz
35000, Lower Secondary or less,1,aged 30 to 50,KZ5,kaz
34600, Lower Secondary or less,2,aged 30 to 50,KZ5,rus
216666.6666666667, Lower Secondary or less,1,aged 30 to 50,KZ5,other
120000,Tertiary,1,aged 50+,KZ5,kaz
30000, Lower Secondary or less,1,aged 30 to 50,KZ5,other
67000,Tertiary,1,aged 30 to 50,KZ5,other
67000,Vocational,2,aged 50+,KZ5,other
160000,Tertiary,1,aged 30 to 50,KZ5,rus
50000,Vocational,2,aged 16 to 29,KZ5,other
130000,Tertiary,2,aged 30 to 50,KZ5,rus
80000,Tertiary,2,aged 30 to 50,KZ5,kaz
150000,Tertiary,2,aged 30 to 50,KZ5,rus
108333.3333333333,Upper Secondary,1,aged 30 to 50,KZ5,kaz
160000,Tertiary,2,aged 30 to 50,KZ5,kaz
130000,Vocational,1,aged 16 to 29,KZ5,kaz
85000,Tertiary,2,aged 16 to 29,KZ5,kaz
80000,Tertiary,1,aged 16 to 29,KZ5,other
120000,Tertiary,2,aged 16 to 29,KZ5,kaz
30000,Tertiary,1,aged 16 to 29,KZ5,kaz
43333.33333333334,Upper Secondary,2,aged 50+,KZ2,other
110000,Vocational,1,aged 16 to 29,KZ2,rus
86666.66666666667, Lower Secondary or less,1,aged 30 to 50,KZ2,kaz
173333.3333333333,Vocational,1,aged 30 to 50,KZ2,rus
130000,Upper Secondary,1,aged 30 to 50,KZ2,kaz
80000,Vocational,1,aged 16 to 29,KZ2,rus
120000, Lower Secondary or less,2,aged 16 to 29,KZ2,rus
140000,Tertiary,2,aged 50+,KZ2,kaz
200000,Tertiary,1,aged 30 to 50,KZ2,rus
24000,Tertiary,2,aged 30 to 50,KZ2,rus
77000,Vocational,2,aged 30 to 50,KZ2,rus
151666.6666666667, Lower Secondary or less,1,aged 30 to 50,KZ2,rus
270000,Tertiary,1,aged 30 to 50,KZ2,rus
60000,Vocational,2,aged 16 to 29,KZ2,rus
46222.22222222222,Vocational,2,aged 16 to 29,KZ2,rus
262626.2626262626, Lower Secondary or less,1,aged 16 to 29,KZ2,rus
100000,Vocational,1,aged 16 to 29,KZ2,rus
95000,Tertiary,2,aged 30 to 50,KZ2,rus
75000,Tertiary,2,aged 30 to 50,KZ2,rus
54166.66666666666,Upper Secondary,2,aged 16 to 29,KZ2,rus
110000,Upper Secondary,2,aged 30 to 50,KZ2,kaz
41600,Tertiary,2,aged 30 to 50,KZ2,kaz
75833.33333333333,Vocational,1,aged 16 to 29,KZ2,rus
10000,Vocational,2,aged 30 to 50,KZ2,rus
90000,Tertiary,2,aged 30 to 50,KZ2,kaz
100000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
120000,Tertiary,2,aged 30 to 50,KZ2,kaz
75000,Tertiary,1,aged 16 to 29,KZ2,rus
75000,Vocational,1,aged 16 to 29,KZ2,rus
108333.3333333333,Upper Secondary,2,aged 30 to 50,KZ2,rus
150000,Vocational,1,aged 50+,KZ2,kaz
75000,Tertiary,2,aged 16 to 29,KZ2,kaz
150000,Tertiary,1,aged 16 to 29,KZ2,rus
60000,Tertiary,2,aged 16 to 29,KZ2,other
100000,Tertiary,1,aged 16 to 29,KZ2,rus
60000,Upper Secondary,2,aged 50+,KZ2,kaz
30000,Tertiary,2,aged 16 to 29,KZ2,rus
80000,Tertiary,1,aged 16 to 29,KZ2,rus
80000,Tertiary,2,aged 16 to 29,KZ2,rus
80000,Tertiary,1,aged 16 to 29,KZ2,kaz
90000,Tertiary,2,aged 16 to 29,KZ2,rus
70000,Vocational,1,aged 30 to 50,KZ2,kaz
100000,Upper Secondary,1,aged 50+,KZ2,kaz
150000,Vocational,2,aged 16 to 29,KZ2,rus
60000,Upper Secondary,1,aged 16 to 29,KZ2,kaz
52000,Tertiary,2,aged 50+,KZ2,rus
150000,Tertiary,2,aged 30 to 50,KZ2,rus
90000,Tertiary,1,aged 50+,KZ2,kaz
43333.33333333334,Vocational,1,aged 16 to 29,KZ2,other
75000,Vocational,2,aged 30 to 50,KZ2,rus
65000,Tertiary,2,aged 50+,KZ2,rus
64999.99999999999,Vocational,1,aged 16 to 29,KZ2,rus
13000,Tertiary,1,aged 30 to 50,KZ2,kaz
130000,Upper Secondary,2,aged 16 to 29,KZ2,other
110000,Tertiary,1,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 16 to 29,KZ2,kaz
120000,Vocational,2,aged 30 to 50,KZ2,kaz
80000,Tertiary,1,aged 16 to 29,KZ2,rus
40000,Upper Secondary,1,aged 16 to 29,KZ2,kaz
30000,Tertiary,2,aged 16 to 29,KZ2,kaz
164666.6666666667,Upper Secondary,1,aged 16 to 29,KZ2,kaz
100000,Upper Secondary,2,aged 16 to 29,KZ2,kaz
70000,Upper Secondary,2,aged 16 to 29,KZ2,kaz
30000,Upper Secondary,2,aged 50+,KZ2,kaz
20000,Upper Secondary,1,aged 16 to 29,KZ2,rus
65000,Vocational,1,aged 30 to 50,KZ2,other
147680, Lower Secondary or less,2,aged 50+,KZ2,rus
100000,Tertiary,2,aged 16 to 29,KZ2,rus
46000,Vocational,2,aged 30 to 50,KZ2,rus
151666.6666666667,Vocational,1,aged 30 to 50,KZ2,rus
173333.3333333333,Tertiary,2,aged 30 to 50,KZ2,rus
33000,Upper Secondary,2,aged 30 to 50,KZ2,rus
150000,Vocational,1,aged 16 to 29,KZ2,kaz
200000,Tertiary,1,aged 30 to 50,KZ2,kaz
70000,Vocational,2,aged 30 to 50,KZ2,rus
60000,Tertiary,2,aged 16 to 29,KZ2,rus
120000,Upper Secondary,2,aged 30 to 50,KZ2,rus
180000,Vocational,2,aged 16 to 29,KZ2,kaz
80000,Tertiary,2,aged 30 to 50,KZ2,rus
60000,Tertiary,2,aged 30 to 50,KZ2,rus
80000,Tertiary,2,aged 30 to 50,KZ2,
144444.4444444445,Vocational,2,aged 30 to 50,KZ2,kaz
50000,Upper Secondary,2,aged 30 to 50,KZ2,rus
75833.33333333333,Upper Secondary,2,aged 50+,KZ2,kaz
60000,Vocational,2,aged 50+,KZ2,rus
60000,Vocational,1,aged 50+,KZ2,kaz
70000,Vocational,1,aged 50+,KZ2,rus
195000,Vocational,2,aged 16 to 29,KZ2,kaz
65000,Vocational,2,aged 30 to 50,KZ2,rus
69264,Vocational,2,aged 30 to 50,KZ2,rus
72000,Upper Secondary,1,aged 50+,KZ2,kaz
100000,Upper Secondary,2,aged 30 to 50,KZ2,kaz
64999.99999999999,Upper Secondary,1,aged 30 to 50,KZ2,rus
100000,Upper Secondary,1,aged 16 to 29,KZ2,rus
50000,Tertiary,2,aged 50+,KZ2,rus
150000,Tertiary,1,aged 30 to 50,KZ2,rus
65000,Upper Secondary,2,aged 30 to 50,KZ2,rus
95000,Tertiary,2,aged 30 to 50,KZ2,rus
35000,Vocational,2,aged 50+,KZ2,rus
108333.3333333333, Lower Secondary or less,2,aged 16 to 29,KZ2,rus
85000,Upper Secondary,2,aged 30 to 50,KZ2,rus
173333.3333333333,Vocational,2,aged 16 to 29,KZ2,rus
200000,Tertiary,2,aged 30 to 50,KZ2,rus
150000,Tertiary,1,aged 30 to 50,KZ2,rus
250000,Tertiary,1,aged 30 to 50,KZ2,rus
140000,Tertiary,2,aged 30 to 50,KZ2,kaz
170000,Vocational,2,aged 30 to 50,KZ2,rus
160000,Vocational,1,aged 16 to 29,KZ2,rus
120000,Tertiary,2,aged 30 to 50,KZ2,rus
180000,Vocational,1,aged 50+,KZ2,rus
100000,Vocational,2,aged 30 to 50,KZ2,rus
80000,Vocational,1,aged 30 to 50,KZ2,rus
90000,Tertiary,2,aged 30 to 50,KZ2,rus
200000,Tertiary,2,aged 30 to 50,KZ2,rus
70000,Vocational,2,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,rus
150000,Tertiary,2,aged 30 to 50,KZ2,kaz
108333.3333333333,Upper Secondary,1,aged 30 to 50,KZ2,kaz
200385.3564547206,Tertiary,1,aged 16 to 29,KZ2,rus
65000,Vocational,1,aged 30 to 50,KZ2,kaz
80000,Tertiary,2,aged 16 to 29,KZ2,rus
130000,Tertiary,2,aged 16 to 29,KZ2,kaz
150000,Tertiary,1,aged 30 to 50,KZ2,rus
62400,Vocational,2,aged 16 to 29,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,rus
157000,Tertiary,1,aged 30 to 50,KZ2,kaz
80000,Upper Secondary,1,aged 50+,KZ2,rus
75000,Vocational,2,aged 16 to 29,KZ2,rus
180000,Tertiary,1,aged 30 to 50,KZ2,rus
90000,Tertiary,2,aged 30 to 50,KZ2,rus
150000,Vocational,1,aged 30 to 50,KZ2,rus
120000,Vocational,2,aged 30 to 50,KZ2,rus
43333.33333333334, Lower Secondary or less,2,aged 16 to 29,KZ2,rus
43333.33333333334,Vocational,2,aged 30 to 50,KZ2,rus
50000,Vocational,2,aged 30 to 50,KZ2,rus
90000,Tertiary,2,aged 16 to 29,KZ2,rus
50000,Tertiary,2,aged 16 to 29,KZ2,rus
216666.6666666667,Upper Secondary,2,aged 30 to 50,KZ2,
108333.3333333333,Vocational,2,aged 16 to 29,KZ2,rus
108333.3333333333,Tertiary,2,aged 30 to 50,KZ2,rus
90000,Tertiary,1,aged 50+,KZ2,kaz
180000,Tertiary,1,aged 30 to 50,KZ2,kaz
60000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Vocational,1,aged 30 to 50,KZ2,kaz
75000,Tertiary,1,aged 30 to 50,KZ2,kaz
70000,Vocational,2,aged 16 to 29,KZ2,rus
180000,Vocational,2,aged 30 to 50,KZ2,kaz
67000,Tertiary,1,aged 16 to 29,KZ2,kaz
100000,Tertiary,1,aged 16 to 29,KZ2,kaz
180000, Lower Secondary or less,1,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 16 to 29,KZ2,rus
50000,Vocational,1,aged 30 to 50,KZ2,kaz
92000,Upper Secondary,2,aged 50+,KZ2,rus
50000,Vocational,1,aged 16 to 29,KZ2,rus
65000,Vocational,1,aged 30 to 50,KZ2,rus
60000,Tertiary,1,aged 50+,KZ2,rus
60000,Tertiary,1,aged 16 to 29,KZ2,kaz
65000,Upper Secondary,1,aged 30 to 50,KZ2,kaz
100000,Tertiary,2,aged 30 to 50,KZ2,rus
70000,Tertiary,2,aged 30 to 50,KZ2,kaz
200000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,kaz
140000,Tertiary,2,aged 30 to 50,KZ2,rus
120000,Tertiary,1,aged 30 to 50,KZ2,rus
80000,Upper Secondary,1,aged 30 to 50,KZ2,kaz
90000,Tertiary,1,aged 16 to 29,KZ2,kaz
80000,Tertiary,2,aged 30 to 50,KZ2,kaz
100000,Tertiary,2,aged 30 to 50,KZ2,rus
110000,Vocational,2,aged 30 to 50,KZ2,kaz
70000,Upper Secondary,1,aged 30 to 50,KZ2,kaz
150000,Vocational,2,aged 30 to 50,KZ2,kaz
130000,Vocational,2,aged 30 to 50,KZ2,kaz
32000,Vocational,2,aged 30 to 50,KZ2,rus
170000,Vocational,2,aged 16 to 29,KZ2,kaz
140000,Tertiary,2,aged 50+,KZ2,kaz
85000,Vocational,2,aged 50+,KZ2,rus
150000,Tertiary,2,aged 16 to 29,KZ2,rus
120000,Tertiary,2,aged 30 to 50,KZ2,rus
80000,Vocational,2,aged 16 to 29,KZ2,kaz
90000,Tertiary,2,aged 30 to 50,KZ2,kaz
90000,Vocational,1,aged 30 to 50,KZ2,kaz
70000,Tertiary,2,aged 30 to 50,KZ2,kaz
130000,Tertiary,1,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
80000,Upper Secondary,2,aged 30 to 50,KZ2,kaz
200000,Tertiary,1,aged 30 to 50,KZ2,kaz
54000,Upper Secondary,2,aged 30 to 50,KZ2,kaz
90000,Tertiary,2,aged 16 to 29,KZ2,rus
150000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Vocational,2,aged 16 to 29,KZ2,kaz
88000,Vocational,1,aged 30 to 50,KZ2,kaz
150000,Vocational,1,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,rus
50000,Vocational,2,aged 16 to 29,KZ2,kaz
80000,Upper Secondary,2,aged 16 to 29,KZ2,rus
150000,Tertiary,2,aged 30 to 50,KZ2,kaz
120000,Tertiary,2,aged 50+,KZ2,rus
150000,Vocational,1,aged 16 to 29,KZ2,rus
60000,Vocational,1,aged 30 to 50,KZ2,rus
90000,Vocational,1,aged 30 to 50,KZ2,kaz
80000,Tertiary,2,aged 50+,KZ2,rus
200000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Vocational,2,aged 30 to 50,KZ2,rus
40000,Vocational,2,aged 50+,KZ2,rus
70000,Vocational,2,aged 30 to 50,KZ2,rus
130000,Vocational,2,aged 50+,KZ2,rus
92000,Tertiary,2,aged 30 to 50,KZ2,kaz
75000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,kaz
65000,Vocational,1,aged 16 to 29,KZ2,rus
108333.3333333333,Vocational,2,aged 50+,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Vocational,2,aged 30 to 50,KZ2,kaz
80000,Vocational,1,aged 30 to 50,KZ2,rus
75833.33333333333,Upper Secondary,2,aged 30 to 50,KZ2,rus
65000,Vocational,2,aged 50+,KZ2,rus
100000,Vocational,2,aged 50+,KZ2,rus
108333.3333333333,Upper Secondary,1,aged 50+,KZ2,kaz
216666.6666666667, Lower Secondary or less,1,aged 30 to 50,KZ2,rus
95000,Tertiary,2,aged 30 to 50,KZ2,kaz
85000,Tertiary,2,aged 30 to 50,KZ2,rus
108333.3333333333,Upper Secondary,2,aged 30 to 50,KZ2,rus
150000,Tertiary,1,aged 30 to 50,KZ2,kaz
120000,Vocational,2,aged 30 to 50,KZ2,rus
346666.6666666667,Vocational,1,aged 30 to 50,KZ2,rus
86666.66666666667,Vocational,1,aged 30 to 50,KZ2,rus
100000,Vocational,2,aged 50+,KZ2,rus
80000,Upper Secondary,2,aged 30 to 50,KZ2,rus
86666.66666666667,Upper Secondary,2,aged 30 to 50,KZ2,rus
90000,Tertiary,2,aged 16 to 29,KZ2,rus
200000,Vocational,1,aged 30 to 50,KZ2,rus
108333.3333333333, Lower Secondary or less,2,aged 30 to 50,KZ2,kaz
100000,Tertiary,2,aged 30 to 50,KZ2,kaz
85000,Upper Secondary,1,aged 16 to 29,KZ2,kaz
86666.66666666667,Vocational,2,aged 30 to 50,KZ2,rus
100000,Tertiary,1,aged 30 to 50,KZ2,kaz
90000,Tertiary,1,aged 30 to 50,KZ2,kaz
108333.3333333333,Upper Secondary,1,aged 30 to 50,KZ2,rus
85000,Vocational,1,aged 30 to 50,KZ2,rus
200000,Tertiary,1,aged 30 to 50,KZ2,kaz
200000,Tertiary,2,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
120000,Tertiary,2,aged 30 to 50,KZ2,
100000,Tertiary,2,aged 50+,KZ2,rus
110000,Tertiary,1,aged 30 to 50,KZ2,kaz
80000,Upper Secondary,1,aged 50+,KZ2,rus
98000,Tertiary,2,aged 30 to 50,KZ2,kaz
75833.33333333333,Upper Secondary,1,aged 30 to 50,KZ2,rus
108333.3333333333,Vocational,2,aged 16 to 29,KZ2,rus
200000,Tertiary,2,aged 30 to 50,KZ2,rus
80000,Vocational,2,aged 30 to 50,KZ2,
200000,Vocational,2,aged 50+,KZ2,
200000,Tertiary,1,aged 30 to 50,KZ2,other
160333.3333333333,Tertiary,2,aged 30 to 50,KZ2,rus
170000,Tertiary,2,aged 30 to 50,KZ2,rus
80000,Upper Secondary,1,aged 30 to 50,KZ2,
108333.3333333333,Vocational,1,aged 16 to 29,KZ2,kaz
65000,Vocational,2,aged 30 to 50,KZ2,rus
90000,Vocational,2,aged 30 to 50,KZ2,rus
100000,Tertiary,2,aged 30 to 50,KZ2,rus
86666.66666666667, Lower Secondary or less,1,aged 30 to 50,KZ2,rus
100000,Upper Secondary,1,aged 30 to 50,KZ2,rus
90000,Upper Secondary,2,aged 16 to 29,KZ2,rus
85000,Tertiary,2,aged 30 to 50,KZ2,rus
30000,Tertiary,2,aged 16 to 29,KZ2,kaz
95000,Tertiary,1,aged 16 to 29,KZ2,rus
86666.66666666667,Vocational,2,aged 30 to 50,KZ2,rus
86666.66666666667,Upper Secondary,1,aged 30 to 50,KZ2,rus
80000,Vocational,2,aged 16 to 29,KZ2,kaz
65000,Vocational,1,aged 30 to 50,KZ2,rus
75833.33333333333, Lower Secondary or less,2,aged 16 to 29,KZ2,kaz
100000,Vocational,2,aged 16 to 29,KZ2,
70000,Vocational,1,aged 30 to 50,KZ2,kaz
100000,Tertiary,1,aged 30 to 50,KZ2,rus
300000,Tertiary,1,aged 30 to 50,KZ6,rus
86666.66666666667,Vocational,1,aged 16 to 29,KZ6,kaz
70000,Vocational,2,aged 50+,KZ6,rus
